"{'火盐', '矮人油'}", "{12, 7}", 999
"{'寒霜甘草', '希思特鲤鱼', '银岸鲈鱼'}", "{17, 9, 6}", 1152
"{'寒霜甘草', '银岸鲈鱼', '雪鼠尾巴'}", "{46, 17, 9}", 1022
"{'寒霜甘草', '鹰喙', '银岸鲈鱼'}", "{17, 9, 6}", 1152
"{'寒霜甘草', '紫山花', '银岸鲈鱼'}", "{17, 9, 6}", 1152
"{'寒霜甘草', '猛犸牙粉', '紫山花'}", "{9, 38, 6}", 1123
"{'寒霜甘草', '紫山花', '小珍珠'}", "{9, 38, 6}", 1123
"{'寒霜甘草', '萤火虫的胸壳', '紫山花'}", "{9, 3, 38, 6}", 1392
"{'寒霜甘草', '紫山花', '银岸鲈鱼'}", "{9, 38, 6}", 1123
"{'寒霜甘草', '鹰喙', '紫山花'}", "{9, 38, 6}", 1123
"{'烈焰树精木片', '河布丁', '丧钟花'}", "{18, 27, 14}", 1166
"{'烈焰树精木片', '烧焦的树精木', '河布丁'}", "{18, 27}", 1145
"{'烈焰树精木片', '河布丁', '特拉玛根'}", "{18, 27, 45}", 2136
"{'烈焰树精木片', '河布丁', '真菌的根'}", "{18, 27, 45}", 2136
"{'烈焰树精木片', '河布丁', '树精的树液'}", "{19, 18, 27}", 2131
"{'烈焰树精木片', '烧焦的树精木', '河布丁'}", "{18, 19, 8, 27}", 2309
"{'烧焦的树精木', '河布丁', '丧钟花'}", "{18, 27, 14}", 1166
"{'河布丁', '特拉玛根', '丧钟花'}", "{18, 45, 14}", 1932
"{'真菌的根', '河布丁', '丧钟花'}", "{18, 45, 14}", 1932
"{'烧焦的树精木', '河布丁', '特拉玛根'}", "{18, 27, 45}", 2136
"{'真菌的根', '烧焦的树精木', '河布丁'}", "{18, 27, 45}", 2136
"{'烈焰树精木片', '烧焦的树精木', '河布丁'}", "{18, 19, 8, 27}", 2309
"{'树精的树液', '烧焦的树精木', '河布丁'}", "{19, 18, 27}", 2131
"{'真菌的根', '河布丁', '特拉玛根'}", "{18, 45}", 1911
"{'乌鸦鬼婆之羽', '河布丁', '特拉玛根'}", "{16, 49, 18, 45}", 2313
"{'真菌的根', '河布丁', '特拉玛根'}", "{16, 49, 18, 45}", 2313
"{'真菌的根', '河布丁', '特拉玛根'}", "{16, 49, 18, 45}", 2313
"{'真菌的根', '河布丁', '乌鸦鬼婆之羽'}", "{16, 49, 18, 45}", 2313
"{'精灵耳', '火盐', '月亮糖'}", "{5, 7, 10, 12}", 1555
"{'直立根', '精灵耳', '火盐'}", "{5, 7, 10, 12}", 1555
"{'直立根', '火盐', '月亮糖'}", "{12, 7}", 999
"{'霜盐', '火盐', '月亮糖'}", "{7, 8, 9, 12}", 1585
"{'直立根', '火盐', '月亮糖'}", "{12, 7}", 999
"{'直立根', '架子湾葡萄', '火盐'}", "{12, 22, 7}", 1192
"{'直立根', '火盐', '鳞片伞菌'}", "{12, 22, 36, 7}", 1642
"{'直立根', '树伞菌', '火盐'}", "{12, 36, 7}", 1449
"{'直立根', '天鹅菇', '火盐'}", "{12, 36, 7}", 1449
"{'直立根', '藤蔓丛', '火盐'}", "{12, 22, 7}", 1192
"{'直立根', '火盐', '月亮糖'}", "{12, 7}", 999
"{'直立根', '火盐', '盐堆'}", "{12, 22, 7}", 1192
"{'奈恩根', '灰烬藤蔓丛', '深红奈恩根'}", "{54, 15}", 1394
"{'猩红奈恩根', '奈恩根', '灰烬藤蔓丛'}", "{54, 15}", 1394
"{'奈恩根', '灰烬藤蔓丛', '加林根'}", "{14, 54, 15}", 1415
"{'奈恩根', '灰烬藤蔓丛', '深红奈恩根'}", "{54, 23, 14, 15}", 1662
"{'奈恩根', '灰烬藤蔓丛', '虚无盐'}", "{14, 23, 54, 15}", 1662
"{'猩红奈恩根', '奈恩根', '灰烬藤蔓丛'}", "{54, 23, 14, 15}", 1662
"{'猩红奈恩根', '灰烬藤蔓丛', '深红奈恩根'}", "{54, 15}", 1394
"{'灰烬藤蔓丛', '深红奈恩根', '加林根'}", "{14, 54, 15}", 1415
"{'奈恩根', '灰烬藤蔓丛', '深红奈恩根'}", "{54, 23, 14, 15}", 1662
"{'灰烬藤蔓丛', '深红奈恩根', '虚无盐'}", "{14, 23, 54, 15}", 1662
"{'猩红奈恩根', '灰烬藤蔓丛', '深红奈恩根'}", "{54, 23, 14, 15}", 1662
"{'猩红奈恩根', '灰烬藤蔓丛', '加林根'}", "{14, 54, 15}", 1415
"{'猩红奈恩根', '奈恩根', '灰烬藤蔓丛'}", "{54, 23, 14, 15}", 1662
"{'猩红奈恩根', '灰烬藤蔓丛', '深红奈恩根'}", "{54, 23, 14, 15}", 1662
"{'猩红奈恩根', '灰烬藤蔓丛', '虚无盐'}", "{14, 23, 54, 15}", 1662
"{'沼泽真菌荚', '蓝色蜻蜓', '灰烬跳虫胶质'}", "{51, 4}", 536
"{'蓝色蜻蜓', '魔族心脏', '灰烬跳虫胶质'}", "{51, 4, 21}", 987
"{'沼泽真菌荚', '蓝色蜻蜓', '灰烬跳虫胶质'}", "{51, 4}", 536
"{'沼泽真菌荚', '蓝色蜻蜓', '灰烬跳虫胶质'}", "{51, 4}", 536
"{'沼泽真菌荚', '小恶魔菌', '灰烬跳虫胶质'}", "{24, 51, 4}", 1607
"{'沼泽真菌荚', '小麦', '灰烬跳虫胶质'}", "{3, 51, 4}", 805
"{'雪果', '痛苦草', '灰烬魔尘'}", "{48, 25, 10, 47}", 606
"{'痛苦草', '灰烬魔尘', '红蜻蜓'}", "{48, 50, 47}", 472
"{'鹰喙', '雪果', '灰烬魔尘'}", "{25, 10, 51, 9}", 1273
"{'灵质', '荆棘之心', '红山花'}", "{7, 14, 31}", 501
"{'荆棘之心', '人肉', '红山花'}", "{7, 14, 31}", 501
"{'荆棘之心', '红山花', '虚无盐'}", "{7, 14, 31}", 501
"{'灵质', '荆棘之心', '红山花'}", "{7, 31}", 480
"{'荆棘之心', '人肉', '红山花'}", "{24, 7, 31}", 1551
"{'荆棘之心', '红山花', '苔原棉花'}", "{41, 7, 31}", 1042
"{'荆棘之心', '红山花', '珍珠'}", "{41, 7, 31}", 1042
"{'灵质', '人肉', '红山花'}", "{7, 14, 31}", 501
"{'灵质', '红山花', '虚无盐'}", "{7, 14, 31}", 501
"{'灵质', '荆棘之心', '红山花'}", "{7, 14, 31}", 501
"{'灵质', '红山花', '龙葵'}", "{7, 44, 14, 31}", 1221
"{'灵质', '人肉', '红山花'}", "{7, 14, 31}", 501
"{'灵质', '红山花', '虚无盐'}", "{7, 14, 31}", 501
"{'灵质', '夜茄', '红山花'}", "{7, 44, 14, 31}", 1221
"{'人肉', '红山花', '虚无盐'}", "{31, 14, 7}", 501
"{'荆棘之心', '人肉', '红山花'}", "{24, 14, 7}", 1245
"{'灵质', '人肉', '红山花'}", "{14, 7}", 174
"{'人肉', '红山花', '小恶魔菌'}", "{24, 14, 7}", 1245
"{'灵质', '红山花', '虚无盐'}", "{14, 31}", 348
"{'奈恩根', '红山花', '虚无盐'}", "{23, 14, 31}", 595
"{'红山花', '深红奈恩根', '虚无盐'}", "{23, 14, 31}", 595
"{'红山花', '苔原棉花', '虚无盐'}", "{23, 14, 31}", 595
"{'猩红奈恩根', '红山花', '虚无盐'}", "{23, 14, 31}", 595
"{'巨人脚趾', '黄山花', '小麦'}", "{17, 35}", 984
"{'巨人脚趾', '黄山花', '藤蔓丛'}", "{17, 35, 45}", 1975
"{'巨人脚趾', '黄山花', '小麦'}", "{17, 35}", 984
"{'巨人脚趾', '黄山花', '小麦'}", "{17, 35}", 984
"{'蓝山花', '黄山花', '小麦'}", "{17, 35, 4}", 1112
"{'魔族心脏', '黄山花', '小麦'}", "{17, 35, 4}", 1112
"{'沼泽真菌荚', '黄山花', '小麦'}", "{3, 17, 35, 4}", 1381
"{'食人鱼卵', '痛苦草', '红蜻蜓'}", "{40, 50, 47}", 942
"{'剑齿虎眼', '魔族心脏', '蝴蝶翅膀'}", "{16, 4}", 323
"{'焦黑的恶鼠皮', '剑齿虎眼', '蝴蝶翅膀'}", "{16, 4, 6}", 476
"{'剑齿虎眼', '魔族心脏', '蝴蝶翅膀'}", "{16, 4}", 323
"{'剑齿虎眼', '烧焦雪鼠尾巴', '蝴蝶翅膀'}", "{16, 4, 6}", 476
"{'剑齿虎眼', '银岸鲈鱼', '蝴蝶翅膀'}", "{16, 4, 46, 6}", 499
"{'剑齿虎眼', '魔族心脏', '蝴蝶翅膀'}", "{16, 4}", 323
"{'蓝色蜻蜓', '魔族心脏', '蝴蝶翅膀'}", "{16, 4, 21}", 774
"{'娜米拉腐菌', '魔族心脏', '蝴蝶翅膀'}", "{16, 4, 21}", 774
"{'魔族心脏', '小麦', '蝴蝶翅膀'}", "{16, 17, 4}", 914
"{'鹰喙', '松木画眉蛋', '剑齿虎牙齿'}", "{1, 51, 6}", 754
"{'松木画眉蛋', '剑齿虎牙齿', '珍珠'}", "{1, 51, 6}", 754
"{'剑齿虎眼', '魔族心脏', '焦黑的恶鼠皮'}", "{16, 4, 6}", 476
"{'剑齿虎眼', '烧焦雪鼠尾巴', '焦黑的恶鼠皮'}", "{4, 6}", 281
"{'剑齿虎眼', '银岸鲈鱼', '焦黑的恶鼠皮'}", "{46, 4, 6}", 304
"{'泥沼蟹壳', '剑齿虎眼', '焦黑的恶鼠皮'}", "{2, 4, 6, 55}", 755
"{'剑齿虎眼', '烧焦雪鼠尾巴', '焦黑的恶鼠皮'}", "{2, 4, 6, 55}", 755
"{'剑齿虎眼', '烧焦雪鼠尾巴', '魔族心脏'}", "{16, 4, 6}", 476
"{'银岸鲈鱼', '剑齿虎眼', '魔族心脏'}", "{16, 4, 46, 6}", 499
"{'剑齿虎眼', '蓝色蜻蜓', '魔族心脏'}", "{16, 4, 21}", 774
"{'娜米拉腐菌', '剑齿虎眼', '魔族心脏'}", "{16, 4, 21}", 774
"{'剑齿虎眼', '魔族心脏', '小麦'}", "{16, 17, 4}", 914
"{'剑齿虎眼', '烧焦雪鼠尾巴', '银岸鲈鱼'}", "{46, 4, 6}", 304
"{'剑齿虎眼', '烧焦雪鼠尾巴', '焦黑的恶鼠皮'}", "{2, 4, 6, 55}", 755
"{'泥沼蟹壳', '剑齿虎眼', '烧焦雪鼠尾巴'}", "{2, 4, 6, 55}", 755
"{'剑齿虎眼', '小珍珠', '银岸鲈鱼'}", "{9, 46, 6}", 584
"{'希思特鲤鱼', '剑齿虎眼', '银岸鲈鱼'}", "{17, 46, 6}", 767
"{'剑齿虎眼', '银岸鲈鱼', '雪鼠尾巴'}", "{17, 46, 6}", 767
"{'鹰喙', '剑齿虎眼', '银岸鲈鱼'}", "{9, 46, 6}", 584
"{'剑齿虎眼', '银岸鲈鱼', '紫山花'}", "{9, 46, 6}", 584
"{'巨人脚趾', '藤蔓丛', '小麦'}", "{17, 35, 45}", 1975
"{'巨人脚趾', '藤蔓丛', '鳞片伞菌'}", "{17, 45, 22}", 1775
"{'直立根', '巨人脚趾', '藤蔓丛'}", "{17, 45, 22, 7}", 1928
"{'巨人脚趾', '蓝山花', '小麦'}", "{17, 35, 4}", 1112
"{'巨人脚趾', '魔族心脏', '小麦'}", "{17, 35, 4}", 1112
"{'沼泽真菌荚', '巨人脚趾', '小麦'}", "{3, 17, 35, 4}", 1381
"{'人类心脏', '巨魔脂肪', '雪精灵耳'}", "{2, 20, 14}", 863
"{'人类心脏', '巨魔脂肪', '加林根'}", "{16, 19, 20, 14}", 1606
"{'人类心脏', '巨魔脂肪', '龙葵'}", "{19, 20, 14}", 1411
"{'乌鸦鬼婆之羽', '人类心脏', '巨魔脂肪'}", "{16, 20, 14}", 620
"{'人类心脏', '巨魔脂肪', '雪精灵耳'}", "{20, 14}", 425
"{'人类心脏', '巨魔脂肪', '夜茄'}", "{19, 20, 14}", 1411
"{'人类心脏', '巨魔脂肪', '雪精灵耳'}", "{2, 20, 14}", 863
"{'直立根', '架子湾葡萄', '盐堆'}", "{12, 22}", 1039
"{'直立根', '架子湾葡萄', '盐堆'}", "{12, 22}", 1039
"{'直立根', '架子湾葡萄', '鳞片伞菌'}", "{12, 22, 36}", 1489
"{'直立根', '树伞菌', '架子湾葡萄'}", "{12, 7, 22, 36}", 1642
"{'直立根', '天鹅菇', '架子湾葡萄'}", "{12, 7, 22, 36}", 1642
"{'直立根', '藤蔓丛', '架子湾葡萄'}", "{12, 22, 7}", 1192
"{'直立根', '架子湾葡萄', '月亮糖'}", "{12, 22, 7}", 1192
"{'直立根', '架子湾葡萄', '盐堆'}", "{12, 22}", 1039
"{'泥沼蟹壳', '焦黑的恶鼠皮', '烧焦雪鼠尾巴'}", "{2, 4, 6, 55}", 755
"{'泥沼蟹壳', '焦黑的恶鼠皮', '烧焦雪鼠尾巴'}", "{2, 6, 55}", 627
"{'泥沼蟹壳', '焦黑的恶鼠皮', '烧焦雪鼠尾巴'}", "{2, 4, 6, 55}", 755
"{'灵质', '荆棘之心', '人肉'}", "{24, 7, 31}", 1551
"{'灵质', '荆棘之心', '苔原棉花'}", "{41, 7, 31}", 1042
"{'灵质', '荆棘之心', '珍珠'}", "{41, 7, 31}", 1042
"{'灵质', '荆棘之心', '龙葵'}", "{7, 14, 44, 31}", 1221
"{'灵质', '荆棘之心', '人肉'}", "{7, 14, 31}", 501
"{'灵质', '荆棘之心', '虚无盐'}", "{7, 14, 31}", 501
"{'灵质', '荆棘之心', '夜茄'}", "{7, 14, 44, 31}", 1221
"{'荆棘之心', '人肉', '苔原棉花'}", "{24, 41, 31, 7}", 2113
"{'荆棘之心', '人肉', '珍珠'}", "{24, 41, 7}", 1786
"{'灵质', '荆棘之心', '人肉'}", "{24, 14, 7}", 1245
"{'荆棘之心', '人肉', '小恶魔菌'}", "{24, 14, 7}", 1245
"{'荆棘之心', '苔原棉花', '珍珠'}", "{41, 7, 31}", 1042
"{'荆棘之心', '乌鸦鬼婆之爪', '苔原棉花'}", "{41, 28, 23, 31}", 1366
"{'荆棘之心', '苔原棉花', '虚无盐'}", "{41, 23, 31}", 1136
"{'鲜血王冠', '荆棘之心', '苔原棉花'}", "{41, 23, 31}", 1136
"{'荆棘之心', '松木画眉蛋', '珍珠'}", "{41, 51, 6, 7}", 1276
"{'鹰喙', '荆棘之心', '珍珠'}", "{41, 51, 6, 7}", 1276
"{'夜茄', '鸡蛋', '龙葵'}", "{19, 53}", 1034
"{'鹰的蛋', '鸡蛋', '龙葵'}", "{19, 52, 53, 23}", 1759
"{'加林根', '鸡蛋', '龙葵'}", "{19, 53, 14}", 1055
"{'灵质', '鸡蛋', '龙葵'}", "{19, 44, 53, 14}", 1775
"{'人类心脏', '鸡蛋', '龙葵'}", "{19, 53, 14}", 1055
"{'夜茄', '鸡蛋', '龙葵'}", "{19, 53, 44, 14}", 1775
"{'鹰的蛋', '鸡蛋', '龙葵'}", "{19, 53}", 1034
"{'鹰的蛋', '夜茄', '鸡蛋'}", "{19, 52, 53, 23}", 1759
"{'夜茄', '鸡蛋', '加林根'}", "{19, 53, 14}", 1055
"{'灵质', '夜茄', '鸡蛋'}", "{19, 44, 53, 14}", 1775
"{'夜茄', '鸡蛋', '龙葵'}", "{19, 53, 44, 14}", 1775
"{'人类心脏', '夜茄', '鸡蛋'}", "{19, 53, 14}", 1055
"{'鹰的蛋', '夜茄', '鸡蛋'}", "{19, 53}", 1034
"{'鹰的蛋', '鸡蛋', '龙葵'}", "{19, 52, 53, 23}", 1759
"{'鹰的蛋', '夜茄', '鸡蛋'}", "{19, 52, 53, 23}", 1759
"{'蓝蝶翅膀', '龙葵', '加林根'}", "{19, 14, 15}", 1156
"{'奈恩根', '蓝蝶翅膀', '加林根'}", "{19, 14, 15}", 1156
"{'蓝蝶翅膀', '人类心脏', '加林根'}", "{16, 19, 14, 15}", 1351
"{'蓝蝶翅膀', '深红奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'先祖蛾翅膀', '蓝蝶翅膀', '加林根'}", "{19, 15}", 1135
"{'猩红奈恩根', '蓝蝶翅膀', '加林根'}", "{19, 14, 15}", 1156
"{'蓝蝶翅膀', '夜茄', '加林根'}", "{19, 14, 15}", 1156
"{'蜘蛛卵', '蓝蝶翅膀', '加林根'}", "{19, 15}", 1135
"{'蓝蝶翅膀', '蓝山花', '加林根'}", "{33, 19, 15}", 1495
"{'树精的树液', '蓝蝶翅膀', '加林根'}", "{25, 19, 15}", 1184
"{'先祖蛾翅膀', '蓝蝶翅膀', '加林根'}", "{33, 19, 25, 15}", 1544
"{'蜘蛛卵', '蓝蝶翅膀', '加林根'}", "{19, 15}", 1135
"{'奈恩根', '龙葵', '加林根'}", "{19, 14, 15}", 1156
"{'人类心脏', '龙葵', '加林根'}", "{16, 19, 14}", 1202
"{'龙葵', '深红奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'先祖蛾翅膀', '龙葵', '加林根'}", "{19, 14, 15}", 1156
"{'猩红奈恩根', '龙葵', '加林根'}", "{19, 14, 15}", 1156
"{'夜茄', '龙葵', '加林根'}", "{19, 14}", 1007
"{'蜘蛛卵', '龙葵', '加林根'}", "{19, 14, 15}", 1156
"{'灵质', '龙葵', '加林根'}", "{19, 44, 14}", 1727
"{'人类心脏', '龙葵', '加林根'}", "{19, 14}", 1007
"{'夜茄', '龙葵', '加林根'}", "{19, 53, 44, 14}", 1775
"{'鹰的蛋', '龙葵', '加林根'}", "{19, 53, 14}", 1055
"{'奈恩根', '人类心脏', '加林根'}", "{16, 19, 14, 15}", 1351
"{'奈恩根', '深红奈恩根', '加林根'}", "{14, 15}", 170
"{'先祖蛾翅膀', '奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'猩红奈恩根', '奈恩根', '加林根'}", "{14, 15}", 170
"{'奈恩根', '夜茄', '加林根'}", "{19, 14, 15}", 1156
"{'蜘蛛卵', '奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'奈恩根', '深红奈恩根', '加林根'}", "{54, 23, 14, 15}", 1662
"{'奈恩根', '虚无盐', '加林根'}", "{23, 14, 15}", 417
"{'猩红奈恩根', '奈恩根', '加林根'}", "{54, 23, 14, 15}", 1662
"{'人类心脏', '深红奈恩根', '加林根'}", "{16, 19, 14, 15}", 1351
"{'先祖蛾翅膀', '人类心脏', '加林根'}", "{16, 19, 14, 15}", 1351
"{'猩红奈恩根', '人类心脏', '加林根'}", "{16, 19, 14, 15}", 1351
"{'人类心脏', '夜茄', '加林根'}", "{16, 19, 14}", 1202
"{'蜘蛛卵', '人类心脏', '加林根'}", "{16, 19, 14, 15}", 1351
"{'人类心脏', '龙葵', '加林根'}", "{16, 19, 14}", 1202
"{'乌鸦鬼婆之羽', '人类心脏', '加林根'}", "{16, 19, 20, 14}", 1606
"{'人类心脏', '雪精灵耳', '加林根'}", "{16, 19, 20, 14}", 1606
"{'人类心脏', '夜茄', '加林根'}", "{16, 19, 14}", 1202
"{'先祖蛾翅膀', '深红奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'猩红奈恩根', '深红奈恩根', '加林根'}", "{14, 15}", 170
"{'夜茄', '深红奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'蜘蛛卵', '深红奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'奈恩根', '深红奈恩根', '加林根'}", "{54, 23, 14, 15}", 1662
"{'虚无盐', '深红奈恩根', '加林根'}", "{23, 14, 15}", 417
"{'猩红奈恩根', '深红奈恩根', '加林根'}", "{54, 23, 14, 15}", 1662
"{'先祖蛾翅膀', '猩红奈恩根', '加林根'}", "{19, 14, 15}", 1156
"{'先祖蛾翅膀', '夜茄', '加林根'}", "{19, 14, 15}", 1156
"{'先祖蛾翅膀', '蜘蛛卵', '加林根'}", "{19, 15}", 1135
"{'先祖蛾翅膀', '蓝山花', '加林根'}", "{33, 19, 15}", 1495
"{'先祖蛾翅膀', '蓝蝶翅膀', '加林根'}", "{33, 19, 25, 15}", 1544
"{'先祖蛾翅膀', '树精的树液', '加林根'}", "{25, 19, 15}", 1184
"{'先祖蛾翅膀', '蜘蛛卵', '加林根'}", "{19, 15}", 1135
"{'猩红奈恩根', '夜茄', '加林根'}", "{19, 14, 15}", 1156
"{'猩红奈恩根', '蜘蛛卵', '加林根'}", "{19, 14, 15}", 1156
"{'猩红奈恩根', '奈恩根', '加林根'}", "{54, 23, 14, 15}", 1662
"{'猩红奈恩根', '深红奈恩根', '加林根'}", "{54, 23, 14, 15}", 1662
"{'猩红奈恩根', '虚无盐', '加林根'}", "{23, 14, 15}", 417
"{'蜘蛛卵', '夜茄', '加林根'}", "{19, 14, 15}", 1156
"{'灵质', '夜茄', '加林根'}", "{19, 44, 14}", 1727
"{'夜茄', '龙葵', '加林根'}", "{19, 53, 44, 14}", 1775
"{'人类心脏', '夜茄', '加林根'}", "{19, 14}", 1007
"{'鹰的蛋', '夜茄', '加林根'}", "{19, 53, 14}", 1055
"{'蜘蛛卵', '蓝蝶翅膀', '加林根'}", "{19, 15}", 1135
"{'蜘蛛卵', '犬根', '加林根'}", "{19, 37, 15}", 1697
"{'蜘蛛卵', '先祖蛾翅膀', '加林根'}", "{19, 15}", 1135
"{'灵质', '人肉', '龙葵'}", "{44, 14, 7}", 894
"{'灵质', '虚无盐', '龙葵'}", "{44, 14, 31}", 1068
"{'灵质', '夜茄', '龙葵'}", "{44, 14}", 741
"{'灵质', '人类心脏', '龙葵'}", "{19, 44, 14}", 1727
"{'灵质', '夜茄', '龙葵'}", "{19, 53, 44, 14}", 1775
